CNPJ_FUNDO;DT_COMPTC;VL_TOTAL;VL_QUOTA;VL_PATRIM_LIQ;CAPTC_DIA;RESG_DIA;NR_COTST
00.000.746/0001-03;2011-12-01;1412615.35;237.025450600000;1401314.04;0.00;0.00;104
00.000.746/0001-03;2011-12-02;1405230.03;236.246254800000;1396707.37;0.00;0.00;104
00.000.746/0001-03;2011-12-05;1433557.83;240.523213000000;1421993.10;0.00;0.00;104
00.000.746/0001-03;2011-12-06;1445824.97;242.563686900000;1434056.55;0.00;0.00;104
00.000.746/0001-03;2011-12-07;1425061.92;239.022552300000;1413121.07;0.00;0.00;104
00.000.746/0001-03;2011-12-08;1394348.65;233.793258000000;1382205.05;0.00;0.00;104
00.000.746/0001-03;2011-12-09;1414347.64;237.142242000000;1402004.52;0.00;0.00;104
00.000.746/0001-03;2011-12-12;1390261.88;233.034163300000;1377717.22;0.00;0.00;104
00.000.746/0001-03;2011-12-13;1392216.89;233.331180500000;1379473.21;0.00;0.00;104
00.000.746/0001-03;2011-12-14;1369174.43;229.399320700000;1356227.73;0.00;0.00;104
00.000.746/0001-03;2011-12-15;1360150.34;227.847485100000;1347053.15;0.00;0.00;104
00.000.746/0001-03;2011-12-16;1354802.91;226.909243800000;1341506.19;0.00;0.00;104
00.000.746/0001-03;2011-12-19;1335442.98;223.600954500000;1321947.31;0.00;0.00;104
00.000.746/0001-03;2011-12-20;1375314.07;230.311647300000;1361621.48;0.00;0.00;104
00.000.746/0001-03;2011-12-21;1367638.48;228.979358700000;1353744.88;0.00;0.00;104
00.000.746/0001-03;2011-12-22;1382396.37;231.441726200000;1368302.60;0.00;0.00;104
00.000.746/0001-03;2011-12-23;1390274.72;232.745400500000;1376010.03;0.00;0.00;104
00.000.746/0001-03;2011-12-26;1388748.99;232.474029100000;1374405.66;0.00;0.00;104
00.000.746/0001-03;2011-12-27;1394197.72;233.362090100000;1379655.95;0.00;0.00;104
00.000.746/0001-03;2011-12-28;1359587.41;227.474268100000;1344846.66;0.00;0.00;104
00.000.746/0001-03;2011-12-29;1367478.86;228.776025900000;1352542.76;0.00;0.00;104
00.000.746/0001-03;2011-12-30;1367400.41;228.729577000000;1352268.15;0.00;0.00;104
00.000.777/0001-56;2011-12-01;13856081.15;8.804512000000;13726054.34;0.00;11356.24;16080
00.000.777/0001-56;2011-12-02;13775866.77;8.805297000000;13709486.82;0.00;17791.49;16077
00.000.777/0001-56;2011-12-05;13729551.47;8.807008000000;13710732.04;0.00;1419.45;16075
00.000.777/0001-56;2011-12-06;13734129.99;8.808216000000;13712071.05;0.00;541.86;16073
00.000.777/0001-56;2011-12-07;13730266.70;8.809619000000;13703965.62;0.00;10288.52;16072
00.000.777/0001-56;2011-12-08;13735009.99;8.810220000000;13704469.59;0.00;430.82;16072
00.000.777/0001-56;2011-12-09;13731773.08;8.811122000000;13696992.28;0.00;8881.20;16070
00.000.777/0001-56;2011-12-12;13725693.22;8.812446000000;13696020.15;0.00;3029.95;16069
00.000.777/0001-56;2011-12-13;13728226.82;8.813992000000;13695165.50;0.00;3257.33;16069
00.000.777/0001-56;2011-12-14;13733274.93;8.815310000000;13696828.09;0.00;385.45;16066
00.000.777/0001-56;2011-12-15;13698618.60;8.816514000000;13658925.84;0.00;39773.54;16063
00.000.777/0001-56;2011-12-16;13702243.91;8.817650000000;13659172.43;0.00;1513.22;16060
00.000.777/0001-56;2011-12-19;13706253.76;8.819157000000;13659803.35;0.00;1703.72;16059
00.000.777/0001-56;2011-12-20;13712411.98;8.821156000000;13662582.94;0.00;315.95;16058
00.000.777/0001-56;2011-12-21;13718349.97;8.822808000000;13665141.57;0.00;0.00;16058
00.000.777/0001-56;2011-12-22;13706068.22;8.823428000000;13649474.54;0.00;16627.40;16057
00.000.777/0001-56;2011-12-23;13705559.18;8.824415000000;13645596.74;0.00;5404.08;16057
00.000.777/0001-56;2011-12-26;13706627.91;8.825600000000;13643288.84;0.00;4141.29;16055
00.000.777/0001-56;2011-12-27;13712992.56;8.827535000000;13646279.38;0.00;0.00;16055
00.000.777/0001-56;2011-12-28;13711992.60;8.829212000000;13641901.13;0.00;6970.70;16052
00.000.777/0001-56;2011-12-29;13718160.91;8.831020000000;13644695.20;0.00;0.00;16052
00.000.777/0001-56;2011-12-30;13723914.84;8.832560000000;13647074.17;0.00;0.00;16052
00.016.991/0001-09;2011-12-01;59343066.30;5.110934000000;59862876.88;100.00;13496.89;2884
00.016.991/0001-09;2011-12-02;59798289.78;5.093610000000;59597050.13;58000.00;120916.64;2882
00.016.991/0001-09;2011-12-05;60763137.62;5.173511000000;60494615.58;20000.00;57301.63;2882
00.016.991/0001-09;2011-12-06;61406883.23;5.225864000000;61113652.72;10000.00;3132.50;2882
00.016.991/0001-09;2011-12-07;60078343.10;5.147592000000;60096627.22;250.00;101930.14;2879
00.016.991/0001-09;2011-12-08;58772367.39;5.042211000000;58822212.24;1100.00;45221.92;2878
00.016.991/0001-09;2011-12-09;59626907.51;5.110037000000;59682504.94;113000.00;43965.88;2878
00.016.991/0001-09;2011-12-12;58313261.49;5.035131000000;58783618.15;15000.00;39019.05;2874
00.016.991/0001-09;2011-12-13;58276963.46;5.042503000000;58762457.14;300.00;107529.09;2872
00.016.991/0001-09;2011-12-14;56726134.39;4.961934000000;57803963.61;18450.00;38035.39;2871
00.016.991/0001-09;2011-12-15;57423145.95;4.937938000000;57370201.08;16000.00;170228.66;2867
00.016.991/0001-09;2011-12-16;57423093.61;4.924292000000;57209093.02;1500.00;4066.92;2867
00.016.991/0001-09;2011-12-19;57306146.46;4.865003000000;56509106.29;0.00;11173.92;2866
00.016.991/0001-09;2011-12-20;58201450.18;4.994554000000;57812834.55;8000.00;209072.00;2863
00.016.991/0001-09;2011-12-21;57686293.06;4.966154000000;57451116.54;0.00;32975.14;2860
00.016.991/0001-09;2011-12-22;58320940.63;5.020068000000;58011621.90;0.00;63202.73;2857
00.016.991/0001-09;2011-12-23;58456531.74;5.048623000000;58288045.69;2000.00;55560.95;2852
00.016.991/0001-09;2011-12-26;58395764.22;5.043266000000;58129629.60;2000.00;98569.87;2850
00.016.991/0001-09;2011-12-27;58619774.89;5.073257000000;58462677.00;101.00;12735.45;2849
00.016.991/0001-09;2011-12-28;57258814.98;4.955717000000;56915098.51;170.00;193251.20;2844
00.016.991/0001-09;2011-12-29;57396994.83;4.971217000000;57111140.72;18230.00;200.00;2845
00.016.991/0001-09;2011-12-30;57176627.68;4.970453000000;57080462.88;1000.00;22897.96;2844
00.017.024/0001-53;2011-12-01;378291.21;18.580300200000;380163.80;0.00;0.00;1
00.017.024/0001-53;2011-12-02;378446.17;18.584372400000;380247.12;0.00;0.00;1
00.017.024/0001-53;2011-12-05;378601.57;18.588317500000;380327.84;0.00;0.00;1
00.017.024/0001-53;2011-12-06;378756.66;18.592284700000;380409.01;0.00;0.00;1
00.017.024/0001-53;2011-12-07;378912.19;18.598303600000;380532.16;0.00;0.00;1
00.017.024/0001-53;2011-12-08;379067.78;18.604340000000;380655.67;0.00;0.00;1
00.017.024/0001-53;2011-12-09;379223.44;18.610376500000;380779.18;0.00;0.00;1
00.017.024/0001-53;2011-12-12;379379.16;18.612682400000;380826.36;0.00;0.00;1
00.017.024/0001-53;2011-12-13;379535.70;18.616975100000;380914.19;0.00;0.00;1
00.017.024/0001-53;2011-12-14;379693.83;18.621270100000;381002.07;0.00;0.00;1
00.017.024/0001-53;2011-12-15;379849.74;18.625850200000;381095.78;0.00;0.00;1
00.017.024/0001-53;2011-12-16;380005.72;18.630309000000;381187.01;0.00;0.00;1
00.017.024/0001-53;2011-12-19;380161.76;18.634350400000;381269.70;0.00;0.00;1
00.017.024/0001-53;2011-12-20;380317.87;18.638604900000;381356.75;0.00;0.00;1
00.017.024/0001-53;2011-12-21;380473.66;18.642862900000;381443.87;0.00;0.00;1
00.017.024/0001-53;2011-12-22;380629.51;18.647091500000;381530.39;0.00;0.00;1
00.017.024/0001-53;2011-12-23;380785.81;18.651324000000;380645.73;0.00;971.26;1
00.017.024/0001-53;2011-12-26;380942.55;18.655595800000;380732.91;0.00;0.00;1
00.017.024/0001-53;2011-12-27;381100.12;18.659869500000;380820.13;0.00;0.00;1
00.017.024/0001-53;2011-12-28;381256.61;18.664210300000;380908.72;0.00;0.00;1
00.017.024/0001-53;2011-12-29;381413.55;18.668485500000;380995.97;0.00;0.00;1
00.017.024/0001-53;2011-12-30;381569.79;18.672802300000;381084.07;0.00;0.00;1
00.068.305/0001-35;2011-12-01;67156117.63;14.588714000000;67101328.12;55281.87;587439.46;11091
00.068.305/0001-35;2011-12-02;66716469.66;14.592911000000;66653045.40;85084.02;552670.87;11095
00.068.305/0001-35;2011-12-05;66806186.96;14.597158000000;66734601.01;191244.54;129086.91;11107
00.068.305/0001-35;2011-12-06;67165200.50;14.601388000000;67124155.31;466282.53;96066.64;11136
00.068.305/0001-35;2011-12-07;67411752.65;14.605487000000;67362563.82;295562.91;75997.89;11143
00.068.305/0001-35;2011-12-08;67338037.43;14.609670000000;67280585.92;73750.38;175020.82;11142
00.068.305/0001-35;2011-12-09;67398888.11;14.613904000000;67334525.94;143755.56;109313.90;11138
00.068.305/0001-35;2011-12-12;67446780.62;14.618052000000;67373988.31;302673.51;282322.70;11133
00.068.305/0001-35;2011-12-13;67379384.10;14.622430000000;67336844.84;49533.85;106855.29;11124
00.068.305/0001-35;2011-12-14;65308969.85;14.626668000000;65258113.97;267355.27;2365602.21;11124
00.068.305/0001-35;2011-12-15;65427312.33;14.630868000000;65368711.83;183957.14;92096.68;11127
00.068.305/0001-35;2011-12-16;65200532.10;14.635067000000;65133162.34;152225.37;406535.37;11132
00.068.305/0001-35;2011-12-19;65226898.14;14.639342000000;65151318.93;209207.85;210076.92;11133
00.068.305/0001-35;2011-12-20;64823304.12;14.643617000000;64780147.39;47863.00;438059.90;11130
00.068.305/0001-35;2011-12-21;65007435.50;14.647777000000;64956195.93;288508.94;130863.20;11133
00.068.305/0001-35;2011-12-22;64877873.16;14.651980000000;64818167.13;99479.50;256146.48;11133
00.068.305/0001-35;2011-12-23;64760287.66;14.656278000000;64693144.06;43838.36;187875.06;11126
00.068.305/0001-35;2011-12-26;65296708.46;14.660567000000;65221578.63;612129.91;102626.54;11126
00.068.305/0001-35;2011-12-27;65204278.74;14.664702000000;65157908.46;477103.86;559169.54;11130
00.068.305/0001-35;2011-12-28;65354324.35;14.668868000000;65299549.51;425086.86;301935.71;11125
00.068.305/0001-35;2011-12-29;65399358.76;14.673090000000;65341705.73;270915.63;247555.00;11129
00.068.305/0001-35;2011-12-30;65423569.31;14.677254000000;65360710.90;462.05;0.00;11130
00.071.477/0001-68;2011-12-01;1993611420.70;6.433380000000;1993105689.68;197130971.96;159886305.53;37923
00.071.477/0001-68;2011-12-02;1992259393.12;6.435004000000;1991754136.39;150314498.82;152169059.29;38377
00.071.477/0001-68;2011-12-05;1934867215.56;6.436603000000;1934355304.49;149150088.69;207044390.22;38257
00.071.477/0001-68;2011-12-06;1988085818.34;6.438221000000;1987573674.07;183783770.16;131052667.00;38691
00.071.477/0001-68;2011-12-07;1999522287.74;6.439898000000;1999026207.38;164103029.15;153168656.52;39120
00.071.477/0001-68;2011-12-08;2031831634.90;6.441484000000;2031324251.87;137511245.92;105705502.28;39454
00.071.477/0001-68;2011-12-09;2010344329.78;6.443095000000;2009833435.82;147146298.75;169145716.89;39854
00.071.477/0001-68;2011-12-12;2002836881.25;6.444919000000;2002389763.27;170403318.90;178417272.48;39728
00.071.477/0001-68;2011-12-13;2153686393.05;6.446552000000;2153241639.47;251055800.29;100711463.64;40181
00.071.477/0001-68;2011-12-14;2161041317.11;6.448173000000;2160595675.43;165714921.83;158903630.61;40424
00.071.477/0001-68;2011-12-15;2127806772.81;6.449717000000;2127335546.67;169650240.26;203427782.22;40219
00.071.477/0001-68;2011-12-16;2167817981.68;6.451332000000;2167345885.99;188461486.39;148985145.94;40290
00.071.477/0001-68;2011-12-19;2126554852.31;6.452973000000;2126087662.12;197055997.97;238866529.35;40461
00.071.477/0001-68;2011-12-20;1927608409.58;6.454571000000;1927132727.52;131797868.01;331279889.49;40004
00.071.477/0001-68;2011-12-21;1949954886.65;6.456212000000;1949482275.94;195399517.03;173539644.32;40486
00.071.477/0001-68;2011-12-22;1985095196.65;6.457934000000;1984654271.10;196912352.91;162261994.30;40859
00.071.477/0001-68;2011-12-23;1983683331.24;6.459541000000;1983241260.56;160369021.42;162280132.04;41218
00.071.477/0001-68;2011-12-26;2036165448.72;6.461135000000;2035714776.29;203258583.99;151274558.07;41083
00.071.477/0001-68;2011-12-27;2127024698.92;6.462742000000;2126567857.98;211378213.16;121031071.17;41311
00.071.477/0001-68;2011-12-28;2154461255.54;6.464336000000;2153994060.31;178066587.51;151164518.53;41397
00.071.477/0001-68;2011-12-29;2173430646.15;6.465915000000;2172949025.92;246351552.37;227923738.76;41654
00.071.477/0001-68;2011-12-30;2222524437.32;6.467526000000;2222037994.74;90194937.17;41648180.10;41680
00.073.041/0001-08;2011-12-01;99626023.71;13.988905900000;99602886.77;112.28;53963.92;1187
00.073.041/0001-08;2011-12-02;99603135.70;13.994537400000;99579920.03;0.00;63064.06;1186
00.073.041/0001-08;2011-12-05;99582548.16;14.000172600000;99559236.09;164.65;60946.85;1186
00.073.041/0001-08;2011-12-06;99558697.85;14.005830300000;99535289.33;102.17;64282.40;1186
00.073.041/0001-08;2011-12-07;99289692.43;14.011597700000;99267271.05;0.00;309005.22;1186
00.073.041/0001-08;2011-12-08;99264524.96;14.017250000000;99242012.04;0.00;65303.71;1184
00.073.041/0001-08;2011-12-09;97690625.35;14.022910700000;97668016.07;98.52;1614172.43;1183
00.073.041/0001-08;2011-12-12;97671083.20;14.028656400000;97648408.29;0.00;59625.77;1183
00.073.041/0001-08;2011-12-13;97615107.58;14.034386100000;97592336.20;12.14;95966.24;1182
00.073.041/0001-08;2011-12-14;97650579.58;14.040053200000;97627935.36;0.00;3808.76;1182
00.073.041/0001-08;2011-12-15;97378239.38;14.045725900000;97355497.60;0.00;311883.59;1178
00.073.041/0001-08;2011-12-16;97356096.92;14.051405300000;97333263.68;0.00;61599.11;1178
00.073.041/0001-08;2011-12-19;97278016.68;14.057081700000;97255087.02;0.00;117496.70;1178
00.073.041/0001-08;2011-12-20;97293515.76;14.062765300000;97270490.80;153.74;24072.73;1178
00.073.041/0001-08;2011-12-21;97306255.93;14.068451300000;97283133.80;0.00;26686.25;1178
00.073.041/0001-08;2011-12-22;96776426.57;14.074169800000;96753207.33;44.20;569513.99;1178
00.073.041/0001-08;2011-12-23;96780509.76;14.079899700000;96757204.17;23.73;35417.53;1178
00.073.041/0001-08;2011-12-26;96796501.24;14.085590400000;96773098.71;0.00;23212.11;1178
00.073.041/0001-08;2011-12-27;96825111.13;14.091286800000;96801611.43;19.37;10642.83;1177
00.073.041/0001-08;2011-12-28;96810980.46;14.096984700000;96787383.32;0.00;53370.17;1177
00.073.041/0001-08;2011-12-29;96786869.62;14.102673700000;96763175.91;27.86;63294.87;1176
00.073.041/0001-08;2011-12-30;96820803.64;14.108369100000;96797013.54;0.00;5241.02;1176
00.083.181/0001-67;2011-12-01;6274758495.09;239.842178900000;6173214817.69;0.00;0.00;7
00.083.181/0001-67;2011-12-02;6321464512.18;241.383866600000;6212895784.77;0.00;0.00;7
00.083.181/0001-67;2011-12-05;6320171935.78;242.381860200000;6238582794.89;0.00;0.00;7
00.083.181/0001-67;2011-12-06;6329049603.76;242.613358500000;6244541250.52;0.00;0.00;7
00.083.181/0001-67;2011-12-07;6196684027.78;237.500103300000;6112932944.33;0.00;0.00;7
00.083.181/0001-67;2011-12-08;6187481587.03;235.804449400000;6069289095.91;0.00;0.00;7
00.083.181/0001-67;2011-12-09;6241628692.59;237.894048600000;6123072564.89;0.00;0.00;7
00.083.181/0001-67;2011-12-12;6192443607.01;236.024951800000;6074964531.40;0.00;0.00;7
00.083.181/0001-67;2011-12-13;6197232692.97;236.249960800000;6080755960.36;0.00;0.00;7
00.083.181/0001-67;2011-12-14;6149106373.87;234.474711400000;6035063428.70;0.00;0.00;7
00.083.181/0001-67;2011-12-15;6104452491.33;232.808163800000;5992168737.50;0.00;0.00;7
00.083.181/0001-67;2011-12-16;6102140777.48;232.803232200000;5992041805.20;0.00;0.00;7
00.083.181/0001-67;2011-12-19;6045393618.77;230.636782000000;5936280292.55;0.00;0.00;7
00.083.181/0001-67;2011-12-20;6166484132.47;234.927325800000;6046713115.76;0.00;0.00;7
00.083.181/0001-67;2011-12-21;6170711118.19;235.384258700000;6058473951.53;0.00;0.00;7
00.083.181/0001-67;2011-12-22;6221956831.67;237.223764700000;6105820359.75;0.00;0.00;7
00.083.181/0001-67;2011-12-23;6243893858.80;238.048098900000;6127037614.50;0.00;0.00;7
00.083.181/0001-67;2011-12-26;6220474724.84;237.138496200000;6103625663.14;0.00;0.00;7
00.083.181/0001-67;2011-12-27;6233319635.98;237.588116200000;6115198278.65;0.00;0.00;7
00.083.181/0001-67;2011-12-28;6139205085.92;234.000842700000;6022866686.08;0.00;0.00;7
00.083.181/0001-67;2011-12-29;6141658979.54;234.124976800000;6026061731.28;0.00;0.00;7
00.083.181/0001-67;2011-12-30;6141493794.20;234.255902000000;6029431570.52;0.00;0.00;7
00.089.915/0001-15;2011-12-01;14607553.79;48.739304500000;14530452.15;3102.08;9190.09;148
00.089.915/0001-15;2011-12-02;14669900.14;48.753436700000;14590984.59;59024.03;2704.76;148
00.089.915/0001-15;2011-12-05;14536482.55;48.768210100000;14528443.95;83160.39;150122.38;148
00.089.915/0001-15;2011-12-06;14590331.62;48.782403700000;14580478.98;60705.96;12899.27;148
00.089.915/0001-15;2011-12-07;14633846.56;48.796298700000;14622111.57;53181.14;15701.58;148
00.089.915/0001-15;2011-12-08;14639413.09;48.808702000000;14625828.30;0.00;0.00;148
00.089.915/0001-15;2011-12-09;14633706.46;48.821801000000;14617738.04;25466.11;37481.57;147
00.089.915/0001-15;2011-12-12;14593012.82;48.835367800000;14576993.43;115253.00;160059.59;147
00.089.915/0001-15;2011-12-13;14482914.92;48.848880000000;14465031.68;26049.16;142044.16;150
00.089.915/0001-15;2011-12-14;14377870.35;48.862686000000;14358552.63;6813.25;117380.46;150
00.089.915/0001-15;2011-12-15;14384152.59;48.875878000000;14363351.34;34593.12;33670.94;150
00.089.915/0001-15;2011-12-16;14477970.27;48.889208500000;14455373.24;89565.58;1461.16;150
00.089.915/0001-15;2011-12-19;14527052.34;48.902582400000;14502624.04;44161.03;864.56;149
00.089.915/0001-15;2011-12-20;14535518.47;48.916359000000;14509306.90;44775.57;42178.30;149
00.089.915/0001-15;2011-12-21;14373535.29;48.930197900000;14345269.32;53215.32;221357.67;148
00.089.915/0001-15;2011-12-22;14396809.60;48.943122500000;14366948.70;59277.24;41387.05;147
00.089.915/0001-15;2011-12-23;14392259.02;48.956153100000;14360835.38;9093.16;19031.51;147
00.089.915/0001-15;2011-12-26;14361196.09;48.969290000000;14327873.96;376.84;37191.85;146
00.089.915/0001-15;2011-12-27;13961615.83;48.982947300000;13926513.00;34029.26;439386.14;146
00.089.915/0001-15;2011-12-28;13974431.85;48.995593100000;13937553.93;35224.00;27778.43;146
00.089.915/0001-15;2011-12-29;14010658.50;49.009508600000;13972038.64;30526.22;0.00;146
00.089.915/0001-15;2011-12-30;14016076.97;49.022390300000;13975711.06;0.00;0.00;146
00.102.322/0001-41;2011-12-01;47817042.99;8.299235159000;50411735.02;0.00;0.00;4
00.102.322/0001-41;2011-12-02;47724784.41;8.300292720000;50418158.92;0.00;0.00;4
00.102.322/0001-41;2011-12-05;49013426.29;8.419306325000;51141078.83;0.00;0.00;4
00.102.322/0001-41;2011-12-06;51259782.52;8.468040722000;51437104.36;0.00;0.00;4
00.102.322/0001-41;2011-12-07;51273850.04;8.471037851000;51455309.71;0.00;0.00;4
00.102.322/0001-41;2011-12-08;51048248.83;8.437590860000;51252143.90;0.00;0.00;4
00.102.322/0001-41;2011-12-09;59710411.99;8.513917940000;47115774.63;8300000.00;12900000.00;4
00.102.322/0001-41;2011-12-12;59204437.99;8.423096720000;46613172.64;0.00;0.00;4
00.102.322/0001-41;2011-12-13;59144947.73;8.433806173000;34361439.39;0.00;12310999.05;4
00.102.322/0001-41;2011-12-14;58729423.99;8.383340075000;34155827.86;0.00;0.00;4
00.102.322/0001-41;2011-12-15;58221533.55;8.235910325000;46455162.12;12900000.00;0.00;4
00.102.322/0001-41;2011-12-16;58699632.11;8.281952120000;33842955.52;0.00;12871908.18;3
00.102.322/0001-41;2011-12-19;58179041.08;8.214936272000;45569105.31;12000000.00;0.00;3
00.102.322/0001-41;2011-12-20;58991965.85;8.365242348000;45662721.81;0.00;740146.93;2
00.102.322/0001-41;2011-12-21;58963325.91;8.359990874000;45634055.98;0.00;0.00;2
00.102.322/0001-41;2011-12-22;47772395.79;8.467278824000;47019700.68;800000.00;0.00;2
00.102.322/0001-41;2011-12-23;48368059.24;8.574502114000;47615123.02;0.00;0.00;2
00.102.322/0001-41;2011-12-26;47612361.46;8.571658315000;47599331.10;0.00;0.00;2
00.102.322/0001-41;2011-12-27;47158335.59;8.574981051000;47617782.61;0.00;0.00;2
00.102.322/0001-41;2011-12-28;46174278.27;8.397829491000;46634041.14;0.00;0.00;2
00.102.322/0001-41;2011-12-29;46783546.84;8.507475194000;47242915.40;0.00;0.00;2
00.102.322/0001-41;2011-12-30;46783818.81;8.507472561000;47242900.78;0.00;0.00;2
00.110.792/0001-57;2011-12-01;2481203.05;407.147715300000;2700252.05;0.00;0.00;19
00.110.792/0001-57;2011-12-02;2504730.69;408.151736800000;2706910.84;0.00;0.00;19
00.110.792/0001-57;2011-12-05;2649622.88;412.437524000000;2735334.69;0.00;0.00;19
00.110.792/0001-57;2011-12-06;2833297.33;416.013922500000;2759053.79;0.00;0.00;19
00.110.792/0001-57;2011-12-07;2686281.02;413.298304700000;2741043.49;0.00;0.00;19
00.110.792/0001-57;2011-12-08;2285784.05;409.972503300000;2718986.38;0.00;0.00;19
00.110.792/0001-57;2011-12-09;2301975.08;412.322945200000;2734574.79;0.00;0.00;19
00.110.792/0001-57;2011-12-12;2335729.17;409.580583300000;2716387.12;0.00;0.00;19
00.110.792/0001-57;2011-12-13;2370472.63;411.742869700000;2730727.66;0.00;0.00;19
00.110.792/0001-57;2011-12-14;2459364.81;406.990804700000;2699211.40;0.00;0.00;19
00.110.792/0001-57;2011-12-15;2492490.57;406.838384300000;2698200.53;0.00;0.00;19
00.110.792/0001-57;2011-12-16;2645664.43;406.153942400000;2693661.23;0.00;0.00;19
00.110.792/0001-57;2011-12-19;2407145.82;404.659810600000;2683751.97;0.00;0.00;19
00.110.792/0001-57;2011-12-20;2640697.51;408.601846400000;2709896.02;0.00;0.00;19
00.110.792/0001-57;2011-12-21;2611401.72;408.306841100000;2676640.41;0.00;31299.10;19
00.110.792/0001-57;2011-12-22;2853270.13;412.085642600000;2701412.20;0.00;0.00;19
00.110.792/0001-57;2011-12-23;2745453.49;414.380701000000;2716457.37;0.00;0.00;19
00.110.792/0001-57;2011-12-26;2752128.02;413.468745600000;2710479.08;0.00;0.00;19
00.110.792/0001-57;2011-12-27;2698095.22;414.771167700000;2719017.06;0.00;0.00;19
00.110.792/0001-57;2011-12-28;2347984.34;408.270546800000;2676402.48;0.00;0.00;19
00.110.792/0001-57;2011-12-29;2089663.36;411.479174400000;2697436.52;0.00;0.00;19
00.110.792/0001-57;2011-12-30;2089755.73;411.406488500000;2696960.03;0.00;0.00;19
00.180.995/0001-10;2011-12-01;1789629322.96;264.078662000000;1789685755.74;1380271.50;12117230.37;4526
00.180.995/0001-10;2011-12-02;1785792523.98;264.225804000000;1785720142.72;575357.15;5538161.11;4517
00.180.995/0001-10;2011-12-05;1780561214.53;264.339408000000;1780424339.28;141729.64;6205304.95;4510
00.180.995/0001-10;2011-12-06;1779746523.55;264.454884000000;1779514196.10;1655194.31;3343110.97;4509
00.180.995/0001-10;2011-12-07;1778800729.11;264.563129000000;1778498023.76;1697320.23;3441877.22;4505
00.180.995/0001-10;2011-12-08;1777321276.03;264.707884000000;1776949895.52;751749.86;3272979.28;4503
00.180.995/0001-10;2011-12-09;1777998219.27;264.793417000000;1777552320.94;2612241.32;2583982.73;4499
00.180.995/0001-10;2011-12-12;1775901564.30;264.884719000000;1775395427.56;456809.40;3226616.61;4490
00.180.995/0001-10;2011-12-13;1774491930.08;264.989264000000;1773930654.52;2248481.07;4413968.73;4490
00.180.995/0001-10;2011-12-14;1769378181.13;265.080769000000;1768794812.59;3184926.21;8933330.58;4492
00.180.995/0001-10;2011-12-15;1765568474.10;265.144237000000;1764877611.91;660145.54;5000848.64;4491
00.180.995/0001-10;2011-12-16;1754784131.35;265.241270000000;1754097257.49;755476.80;12181713.33;4485
00.180.995/0001-10;2011-12-19;1747368288.00;265.336076000000;1746582732.45;779160.90;8920654.51;4476
00.180.995/0001-10;2011-12-20;1743945319.49;265.425438000000;1743062945.21;1755001.55;5863017.80;4467
00.180.995/0001-10;2011-12-21;1724532448.77;265.506804000000;1723738161.06;1447492.84;21306609.32;4463
00.180.995/0001-10;2011-12-22;1719433921.46;265.613178000000;1718438473.33;1691883.18;7682180.95;4461
00.180.995/0001-10;2011-12-23;1713804410.46;265.715836000000;1712393915.28;2223112.69;8931840.26;4455
00.180.995/0001-10;2011-12-26;1712168050.88;265.816804000000;1711007190.28;2224644.56;4262047.25;4443
00.180.995/0001-10;2011-12-27;1701149044.27;265.886574000000;1700004263.38;1013835.47;12465861.71;4427
00.180.995/0001-10;2011-12-28;1691629522.57;265.975916000000;1690411288.70;1126318.31;11290521.18;4418
00.180.995/0001-10;2011-12-29;1690454666.53;266.110930000000;1690564744.14;1030918.64;1735543.70;4414
00.180.995/0001-10;2011-12-30;1691188906.36;266.212456000000;1691209723.72;0.00;0.00;4414
00.185.259/0001-54;2011-12-01;1087149121.80;32.609615700000;1082974814.66;5500.00;0.00;517
00.185.259/0001-54;2011-12-02;1101802847.53;33.048103700000;1097423070.68;2000.00;116057.45;542
00.185.259/0001-54;2011-12-05;1111044073.54;33.331926460000;1106837927.43;0.00;10000.00;545
00.185.259/0001-54;2011-12-06;1114821547.41;33.395361160000;1108765665.49;100000.00;278708.88;545
00.185.259/0001-54;2011-12-07;1067631971.88;32.076310690000;1066471022.74;1499400.00;0.00;546
00.185.259/0001-54;2011-12-08;1051290020.92;31.580541350000;1049953471.50;0.00;34245.58;546
00.185.259/0001-54;2011-12-09;1070373488.44;32.157317880000;1069135473.43;6000.00;0.00;546
00.185.259/0001-54;2011-12-12;1051197994.84;31.575573640000;1046298202.14;4000.00;3500000.00;546
00.185.259/0001-54;2011-12-13;1052583552.96;31.613491430000;1047531671.46;0.00;22986.49;546
00.185.259/0001-54;2011-12-14;1034728986.82;31.070380360000;1029431379.94;0.00;103986.28;546
00.185.259/0001-54;2011-12-15;1016025595.64;30.606683820000;1013018749.34;0.00;1049324.20;545
00.185.259/0001-54;2011-12-16;1012308836.82;30.490319680000;1009093379.89;0.00;73954.08;545
00.185.259/0001-54;2011-12-19;994065293.32;29.937224440000;988242237.90;0.00;2546160.17;544
00.185.259/0001-54;2011-12-20;1031396193.52;31.090543020000;1026193452.13;0.00;120389.20;543
00.185.259/0001-54;2011-12-21;1033492192.81;31.151333820000;1027904612.30;0.00;295338.09;543
00.185.259/0001-54;2011-12-22;1048463759.16;31.677335380000;1042051695.53;0.00;3209458.71;542
00.185.259/0001-54;2011-12-23;1054390055.65;31.861474400000;1048092045.31;0.00;17052.76;542
00.185.259/0001-54;2011-12-26;1046228391.40;31.617400890000;1040063179.74;0.00;0.00;542
00.185.259/0001-54;2011-12-27;1047502338.78;31.748788430000;1044366709.16;0.00;18500.00;542
