CNPJ_FUNDO;DT_COMPTC;VL_TOTAL;VL_QUOTA;VL_PATRIM_LIQ;CAPTC_DIA;RESG_DIA;NR_COTST
00.016.991/0001-09;2011-11-30;58249684.31;5.006119000000;58648332.46;0.00;3652.89;2887
00.017.024/0001-53;2011-11-01;379993.23;18.490623300000;379232.16;0.00;0.00;1
00.017.024/0001-53;2011-11-03;380156.05;18.495074000000;379323.44;0.00;0.00;1
00.017.024/0001-53;2011-11-04;380318.56;18.499533400000;379414.90;0.00;0.00;1
00.017.024/0001-53;2011-11-07;380481.52;18.503965000000;379505.79;0.00;0.00;1
00.017.024/0001-53;2011-11-08;380644.56;18.510531700000;379640.47;0.00;0.00;1
00.017.024/0001-53;2011-11-09;380807.66;18.517283300000;379778.94;0.00;0.00;1
00.017.024/0001-53;2011-11-10;380971.59;18.519680700000;379828.11;0.00;0.00;1
00.017.024/0001-53;2011-11-11;376185.03;18.524192800000;379015.81;0.00;904.84;1
00.017.024/0001-53;2011-11-14;376345.85;18.528592000000;379105.82;0.00;0.00;1
00.017.024/0001-53;2011-11-16;376507.11;18.532733100000;379190.55;0.00;0.00;1
00.017.024/0001-53;2011-11-17;376669.19;18.537183100000;379281.60;0.00;0.00;1
00.017.024/0001-53;2011-11-18;376832.47;18.541616500000;379372.31;0.00;0.00;1
00.017.024/0001-53;2011-11-21;376993.94;18.546111500000;379464.28;0.00;0.00;1
00.017.024/0001-53;2011-11-22;377155.48;18.550520000000;379554.48;0.00;0.00;1
00.017.024/0001-53;2011-11-23;377317.09;18.554637600000;379638.73;0.00;0.00;1
00.017.024/0001-53;2011-11-24;377478.77;18.558901900000;379725.98;0.00;0.00;1
00.017.024/0001-53;2011-11-25;377640.13;18.563170600000;379813.32;0.00;0.00;1
00.017.024/0001-53;2011-11-28;377801.95;18.567410000000;379900.06;0.00;0.00;1
00.017.024/0001-53;2011-11-29;377964.59;18.571678700000;379987.40;0.00;0.00;1
00.017.024/0001-53;2011-11-30;378126.92;18.575986000000;380075.53;0.00;0.00;1
00.068.305/0001-35;2011-11-01;66179434.12;14.498669000000;66140452.39;48345.02;82728.53;11202
00.068.305/0001-35;2011-11-03;65995691.43;14.503188000000;65947822.68;54244.03;267488.54;11200
00.068.305/0001-35;2011-11-04;65901673.36;14.507690000000;65845120.12;62818.58;185992.20;11199
00.068.305/0001-35;2011-11-07;65921092.02;14.512191000000;65855801.04;361865.42;371612.75;11187
00.068.305/0001-35;2011-11-08;65750964.94;14.516648000000;65707533.68;110011.29;278503.76;11179
00.068.305/0001-35;2011-11-09;65800040.89;14.521034000000;65748631.10;125446.20;104201.28;11170
00.068.305/0001-35;2011-11-10;65813408.06;14.525590000000;65758045.90;157453.96;168667.21;11149
00.068.305/0001-35;2011-11-11;65716504.44;14.530026000000;65652311.82;37392.87;163208.87;11139
00.068.305/0001-35;2011-11-14;65897435.45;14.534486000000;65824806.43;250190.65;97847.90;11122
00.068.305/0001-35;2011-11-16;65913059.04;14.538938000000;65869732.20;172342.65;147579.25;11116
00.068.305/0001-35;2011-11-17;65829655.80;14.543394000000;65777492.27;110793.55;223221.61;11105
00.068.305/0001-35;2011-11-18;66372189.10;14.547884000000;66314907.89;807917.22;290809.11;11098
00.068.305/0001-35;2011-11-21;66365201.62;14.552417000000;66299279.99;91313.73;127604.64;11086
00.068.305/0001-35;2011-11-22;66221390.16;14.557026000000;66177340.13;78632.35;221570.26;11080
00.068.305/0001-35;2011-11-23;66169622.56;14.561563000000;66117182.46;66177.15;146960.24;11077
00.068.305/0001-35;2011-11-24;66420652.33;14.565997000000;66359599.03;405984.40;183700.44;11077
00.068.305/0001-35;2011-11-25;66548890.17;14.570388000000;66479572.99;141367.91;41398.03;11074
00.068.305/0001-35;2011-11-28;67414556.11;14.575035000000;67336773.77;934585.99;98587.76;11070
00.068.305/0001-35;2011-11-29;68139008.45;14.579606000000;68090813.66;849959.51;117038.89;11081
00.068.305/0001-35;2011-11-30;67659150.85;14.584234000000;67612716.52;272023.92;771734.95;11090
00.071.477/0001-68;2011-11-01;1861532893.22;6.398955000000;1860997578.40;199394794.64;111069816.38;36494
00.071.477/0001-68;2011-11-03;1875040869.06;6.400727000000;1874518819.33;150426029.63;137421484.85;36850
00.071.477/0001-68;2011-11-04;1892517191.87;6.402395000000;1892004636.98;186476657.44;169479763.00;36717
00.071.477/0001-68;2011-11-07;1805158969.33;6.404108000000;1804641553.98;137495370.76;225364675.23;36523
00.071.477/0001-68;2011-11-08;1888458257.77;6.405822000000;1887937442.39;191869740.52;109057097.36;36859
00.071.477/0001-68;2011-11-09;1894748101.69;6.407597000000;1894240310.87;136773678.13;130994563.00;37149
00.071.477/0001-68;2011-11-10;1904480572.40;6.409272000000;1903985993.70;171267271.78;162019428.53;36916
00.071.477/0001-68;2011-11-11;1893337708.77;6.410992000000;1892840468.85;163775361.62;175432299.56;37098
00.071.477/0001-68;2011-11-14;1934896864.92;6.412703000000;1934396734.08;173068363.04;132020515.59;37161
00.071.477/0001-68;2011-11-16;1951180787.46;6.414430000000;1950681203.30;184917958.50;169155358.86;36927
00.071.477/0001-68;2011-11-17;2010257091.21;6.416124000000;2009746827.03;173255761.53;114706157.00;37195
00.071.477/0001-68;2011-11-18;1931720112.26;6.417841000000;1931233541.96;129735404.60;208786913.67;37229
00.071.477/0001-68;2011-11-21;1904695955.62;6.419535000000;1904198687.18;136223017.87;163768123.81;36847
00.071.477/0001-68;2011-11-22;1973628837.93;6.421305000000;1973141230.78;172718448.65;104300858.10;37191
00.071.477/0001-68;2011-11-23;2005742079.02;6.423049000000;2005256982.35;136035034.41;104455291.20;37389
00.071.477/0001-68;2011-11-24;2047113933.99;6.424740000000;2046617378.91;151850456.85;111019470.17;37581
00.071.477/0001-68;2011-11-25;1987122172.01;6.426452000000;1986619437.57;122450654.30;182994401.17;37632
00.071.477/0001-68;2011-11-28;1968428302.15;6.428156000000;1967916666.18;146591336.41;165821165.36;37556
00.071.477/0001-68;2011-11-29;1975036996.94;6.429914000000;1974532622.38;174937716.73;168860520.02;37892
00.071.477/0001-68;2011-11-30;1955839308.55;6.431654000000;1955336806.94;187069610.53;206800620.06;37797
00.073.041/0001-08;2011-11-01;101656083.90;13.871389800000;101633371.94;0.00;56645.21;1198
00.073.041/0001-08;2011-11-03;101648115.95;13.877236900000;101625280.57;169.89;51102.62;1197
00.073.041/0001-08;2011-11-04;101623834.55;13.883083400000;101600881.64;70.92;67284.67;1197
00.073.041/0001-08;2011-11-07;101505647.11;13.888946400000;101482576.99;113.41;161325.19;1195
00.073.041/0001-08;2011-11-08;101482491.29;13.894803000000;101460359.48;0.00;65010.26;1194
00.073.041/0001-08;2011-11-09;101477415.76;13.900653600000;101455166.70;0.00;47914.02;1194
00.073.041/0001-08;2011-11-10;101506827.95;13.906535800000;101484461.29;11.14;13648.26;1194
00.073.041/0001-08;2011-11-11;101389846.34;13.912442600000;101367361.41;91.69;160296.86;1194
00.073.041/0001-08;2011-11-14;101345330.38;13.918297900000;101322730.07;0.00;87293.74;1194
00.073.041/0001-08;2011-11-16;101236359.99;13.924186400000;101213891.46;43.94;151750.10;1194
00.073.041/0001-08;2011-11-17;100920397.36;13.930041700000;100897813.29;0.00;358639.76;1192
00.073.041/0001-08;2011-11-18;100787282.05;13.935904200000;100765066.37;0.00;175209.88;1192
00.073.041/0001-08;2011-11-21;100773047.34;13.941812100000;100750716.60;0.00;57067.34;1191
00.073.041/0001-08;2011-11-22;100799931.55;13.947710500000;100777483.39;0.00;15858.28;1190
00.073.041/0001-08;2011-11-23;100810472.63;13.953584000000;100787906.25;0.00;32015.08;1190
00.073.041/0001-08;2011-11-24;100824783.27;13.959460600000;100802098.97;5.35;28260.19;1190
00.073.041/0001-08;2011-11-25;100833505.35;13.965338800000;100810703.08;0.00;33842.49;1190
00.073.041/0001-08;2011-11-28;100657570.48;13.971221300000;100634650.60;121.54;218637.39;1187
00.073.041/0001-08;2011-11-29;100343114.57;13.977104000000;100320080.22;0.00;356944.00;1187
00.073.041/0001-08;2011-11-30;99637799.56;13.982998400000;99614653.74;193.83;747926.82;1187
00.083.181/0001-67;2011-11-01;6363486789.15;244.001222100000;6247770533.04;0.00;0.00;7
00.083.181/0001-67;2011-11-03;6464183725.03;247.911572100000;6380910134.55;33013179.53;0.00;7
00.083.181/0001-67;2011-11-04;6514599730.76;249.859184200000;6431039049.21;0.00;0.00;7
00.083.181/0001-67;2011-11-07;6552044334.64;251.244309200000;6466690303.09;0.00;0.00;7
00.083.181/0001-67;2011-11-08;6534616053.47;250.612498400000;6450428344.07;0.00;0.00;7
00.083.181/0001-67;2011-11-09;6478056435.49;248.514782500000;6396435959.15;0.00;0.00;7
00.083.181/0001-67;2011-11-10;6456925265.62;247.736894000000;6376414156.60;0.00;0.00;7
00.083.181/0001-67;2011-11-11;6501406535.98;249.410269700000;6419484593.73;0.00;0.00;7
00.083.181/0001-67;2011-11-14;6502079127.40;249.468363500000;6420979851.00;0.00;0.00;7
00.083.181/0001-67;2011-11-16;6531518075.53;250.566557200000;6449245879.05;0.00;0.00;7
00.083.181/0001-67;2011-11-17;6447472744.31;247.330584400000;6365956295.58;0.00;0.00;7
00.083.181/0001-67;2011-11-18;6433991422.40;246.738740800000;6350723037.59;0.00;0.00;7
00.083.181/0001-67;2011-11-21;6447044602.88;247.274496200000;6364512659.76;0.00;0.00;7
00.083.181/0001-67;2011-11-22;6425372472.59;246.378558300000;6341452423.47;0.00;0.00;7
00.083.181/0001-67;2011-11-23;6346852163.72;243.345101500000;6263375330.11;0.00;0.00;7
00.083.181/0001-67;2011-11-24;6359048227.83;243.844834300000;6276237779.56;0.00;0.00;7
00.083.181/0001-67;2011-11-25;6275692888.08;240.693508900000;6195126905.47;0.00;0.00;7
00.083.181/0001-67;2011-11-28;6287707682.53;241.112499700000;6205911166.08;0.00;0.00;7
00.083.181/0001-67;2011-11-29;6224394108.92;238.702754400000;6143887565.84;0.00;0.00;7
00.083.181/0001-67;2011-11-30;6246831709.19;238.545937000000;6139851296.91;0.00;0.00;7
00.089.915/0001-15;2011-11-01;14465295.26;48.443862800000;14461008.18;308333.24;15240.10;142
00.089.915/0001-15;2011-11-03;14461644.28;48.458099500000;14455312.83;31344.72;41289.88;143
00.089.915/0001-15;2011-11-04;14383839.29;48.473400100000;14376130.35;49074.41;132821.09;143
00.089.915/0001-15;2011-11-07;14241972.73;48.488978300000;14232437.36;40546.37;188859.51;143
00.089.915/0001-15;2011-11-08;14422229.81;48.503805400000;14410719.93;246175.77;72245.16;143
00.089.915/0001-15;2011-11-09;14327323.69;48.519230100000;14313938.54;33416.13;134780.27;143
00.089.915/0001-15;2011-11-10;14496155.70;48.532820700000;14480966.37;213564.20;50545.83;144
00.089.915/0001-15;2011-11-11;14438226.34;48.547634400000;14421074.94;5029.08;69340.48;144
00.089.915/0001-15;2011-11-14;14382429.51;48.562024500000;14363461.80;10268.81;72156.52;144
00.089.915/0001-15;2011-11-16;14384420.99;48.577258600000;14365872.49;18924.66;21019.85;144
00.089.915/0001-15;2011-11-17;14434994.04;48.593567900000;14414626.11;48998.43;5067.98;144
00.089.915/0001-15;2011-11-18;14445679.33;48.607839200000;14423495.85;4636.34;0.00;144
00.089.915/0001-15;2011-11-21;14496832.31;48.621761600000;14472711.52;99052.30;53967.81;144
00.089.915/0001-15;2011-11-22;14484377.90;48.635708400000;14458236.93;52271.81;70897.78;144
00.089.915/0001-15;2011-11-23;14501838.48;48.650376200000;14474040.15;15121.19;3678.34;144
00.089.915/0001-15;2011-11-24;14474228.52;48.665116200000;14444594.03;9044.68;42876.10;144
00.089.915/0001-15;2011-11-25;14488481.63;48.679392500000;14457001.41;16796.46;8626.51;147
00.089.915/0001-15;2011-11-28;14502485.28;48.693890400000;14469174.75;13689.40;5821.71;147
00.089.915/0001-15;2011-11-29;14557295.12;48.709485800000;14522160.53;55882.66;7530.96;147
00.089.915/0001-15;2011-11-30;14644181.17;48.724779100000;14532207.95;168559.87;163071.92;148
00.102.322/0001-41;2011-11-01;45613233.99;8.122846901000;45647113.04;0.00;0.00;3
00.102.322/0001-41;2011-11-03;47195446.24;8.218748131000;46186039.15;0.00;0.00;3
00.102.322/0001-41;2011-11-04;47390444.14;8.253317776000;46380306.57;0.00;0.00;3
00.102.322/0001-41;2011-11-07;48383231.69;8.251900241000;46372340.60;0.00;0.00;3
00.102.322/0001-41;2011-11-08;48140692.16;8.217868784000;46181097.58;0.00;0.00;3
00.102.322/0001-41;2011-11-09;47185812.20;8.032953139000;45141946.47;0.00;0.00;3
00.102.322/0001-41;2011-11-10;46252559.00;7.970133015000;45208922.79;420000.00;0.00;4
00.102.322/0001-41;2011-11-11;47500526.70;8.086885552000;46952591.54;1081414.25;0.00;4
00.102.322/0001-41;2011-11-14;47472611.00;8.090836971000;46975533.54;0.00;0.00;4
00.102.322/0001-41;2011-11-16;47721316.00;8.133622508000;47223947.08;0.00;0.00;4
00.102.322/0001-41;2011-11-17;46601829.00;7.854488749000;46104343.71;501051.86;0.00;4
00.102.322/0001-41;2011-11-18;46481498.00;7.748608151000;45530827.26;47982.37;0.00;4
00.102.322/0001-41;2011-11-21;46209948.00;7.617228670000;44758841.33;0.00;0.00;4
00.102.322/0001-41;2011-11-22;46278849.00;7.628906355000;45328341.99;500882.57;0.00;4
00.102.322/0001-41;2011-11-23;45803911.00;7.548925128000;45354003.57;500882.57;0.00;4
00.102.322/0001-41;2011-11-24;45804387.00;7.548956955000;45854348.07;500153.28;0.00;4
00.102.322/0001-41;2011-11-25;45653667.54;7.518752959000;45670881.06;0.00;0.00;4
00.102.322/0001-41;2011-11-28;45007097.10;7.708203453000;46821653.14;0.00;0.00;4
00.102.322/0001-41;2011-11-29;44693726.26;7.656531154000;46507782.02;0.00;0.00;4
00.102.322/0001-41;2011-11-30;46195404.71;8.007451144000;48639362.24;0.00;0.00;4
00.110.792/0001-57;2011-11-01;2462804.39;400.765884600000;2657926.99;0.00;0.00;19
00.110.792/0001-57;2011-11-03;2321571.39;403.980786300000;2679248.60;0.00;0.00;19
00.110.792/0001-57;2011-11-04;2318306.97;403.403717300000;2675421.41;0.00;0.00;19
00.110.792/0001-57;2011-11-07;2688949.02;405.176698200000;2687180.03;0.00;0.00;19
00.110.792/0001-57;2011-11-08;2577980.11;403.697383600000;2677369.04;0.00;0.00;19
00.110.792/0001-57;2011-11-09;2548705.35;400.849820100000;2658483.66;0.00;0.00;19
00.110.792/0001-57;2011-11-10;2577026.46;397.465094800000;2636035.76;0.00;0.00;19
00.110.792/0001-57;2011-11-11;2691306.57;400.862353000000;2658566.78;0.00;0.00;19
00.110.792/0001-57;2011-11-14;2689759.16;400.537004500000;2656409.03;0.00;0.00;19
00.110.792/0001-57;2011-11-16;2656703.02;401.080262300000;2660011.98;0.00;0.00;19
00.110.792/0001-57;2011-11-17;2600769.34;392.555742300000;2603476.35;0.00;0.00;19
00.110.792/0001-57;2011-11-18;2587566.57;390.474574800000;2589673.80;0.00;0.00;19
00.110.792/0001-57;2011-11-21;2503627.11;387.738051200000;2571524.85;0.00;0.00;19
00.110.792/0001-57;2011-11-22;2489413.15;385.504763400000;2556713.42;0.00;0.00;19
00.110.792/0001-57;2011-11-23;2469077.90;382.348998200000;2535784.01;0.00;0.00;19
00.110.792/0001-57;2011-11-24;2465196.57;387.640723300000;2570879.36;0.00;0.00;19
00.110.792/0001-57;2011-11-25;2493830.22;385.838005300000;2558923.52;0.00;0.00;19
00.110.792/0001-57;2011-11-28;2586502.79;392.629843800000;2603967.80;0.00;0.00;19
00.110.792/0001-57;2011-11-29;2559267.59;388.438219600000;2576168.45;0.00;0.00;19
00.110.792/0001-57;2011-11-30;2645102.22;401.293375100000;2661425.37;0.00;0.00;19
00.180.995/0001-10;2011-11-01;1871146026.55;262.234235000000;1871164887.35;2389576.56;8335086.04;4643
00.180.995/0001-10;2011-11-03;1866482488.15;262.330453000000;1866410484.51;943869.04;6384833.62;4630
00.180.995/0001-10;2011-11-04;1865019632.20;262.424228000000;1864848770.82;1331856.13;3560754.88;4624
00.180.995/0001-10;2011-11-07;1860239293.70;262.507056000000;1860030415.79;1377943.31;6784894.17;4615
00.180.995/0001-10;2011-11-08;1859856831.29;262.578445000000;1859531945.51;1350900.44;2355207.60;4609
00.180.995/0001-10;2011-11-09;1855309764.87;262.661637000000;1854955153.83;1313320.13;6479257.32;4604
00.180.995/0001-10;2011-11-10;1849907972.00;262.785867000000;1849504900.94;2189410.22;8516996.71;4601
00.180.995/0001-10;2011-11-11;1849483606.11;262.857607000000;1848922115.36;1617208.26;2704902.53;4602
00.180.995/0001-10;2011-11-14;1848262546.66;262.986613000000;1847656642.77;415930.12;2588823.91;4601
00.180.995/0001-10;2011-11-16;1845687148.19;263.123624000000;1845029234.86;768264.51;4358264.48;4594
00.180.995/0001-10;2011-11-17;1842260933.26;263.239653000000;1841538362.40;643322.20;4947796.66;4589
00.180.995/0001-10;2011-11-18;1840939706.18;263.338188000000;1840135883.44;1465261.96;3557055.62;4584
00.180.995/0001-10;2011-11-21;1837839098.58;263.465345000000;1836973874.40;634966.52;4685517.34;4576
00.180.995/0001-10;2011-11-22;1838579558.85;263.577533000000;1837624810.75;2428942.78;2560221.50;4572
00.180.995/0001-10;2011-11-23;1836084513.18;263.649389000000;1835071887.43;737346.63;3791234.69;4563
00.180.995/0001-10;2011-11-24;1833084193.09;263.753647000000;1832011051.45;953499.83;4740002.97;4559
00.180.995/0001-10;2011-11-25;1823786387.28;263.832600000000;1822700422.26;776165.45;10635194.86;4549
00.180.995/0001-10;2011-11-28;1818540131.12;263.784650000000;1817340635.73;860924.32;5889446.95;4545
00.180.995/0001-10;2011-11-29;1800838042.72;263.861208000000;1812270913.91;1170838.00;6768005.42;4540
00.180.995/0001-10;2011-11-30;1799740163.92;263.984144000000;1799778313.06;1018759.55;14355717.06;4538
00.185.259/0001-54;2011-11-01;1134197266.45;33.954198700000;1130644893.55;0.00;20000.00;500
00.185.259/0001-54;2011-11-03;1168498977.66;34.978842300000;1164593259.25;0.00;171364.75;500
00.185.259/0001-54;2011-11-04;1184035481.38;35.440071600000;1179946366.26;7000.00;10162.04;500
00.185.259/0001-54;2011-11-07;1195832952.62;35.789528400000;1191476463.84;0.00;104762.91;498
00.185.259/0001-54;2011-11-08;1187400608.59;35.624312200000;1185970491.85;0.00;5724.10;498
00.185.259/0001-54;2011-11-09;1164034191.66;34.926712100000;1162667570.53;0.00;79089.09;498
00.185.259/0001-54;2011-11-10;1156839675.67;34.705279600000;1155255703.95;3000.00;43649.14;498
00.185.259/0001-54;2011-11-11;1173125024.05;35.189267000000;1171445233.86;101527.71;22780.71;499
00.185.259/0001-54;2011-11-14;1173714298.64;35.203899600000;1170086043.66;1500.00;1847805.27;498
00.185.259/0001-54;2011-11-16;1182643320.19;35.469636100000;1178918434.88;0.00;0.00;498
00.185.259/0001-54;2011-11-17;1151424320.38;34.525558900000;1147542264.12;2500.00;0.00;500
00.185.259/0001-54;2011-11-18;1141920387.46;34.289809200000;1139660464.64;0.00;46076.00;500
00.185.259/0001-54;2011-11-21;1139549946.46;34.213030800000;1137110647.62;2000.00;0.00;502
00.185.259/0001-54;2011-11-22;1129682892.21;33.910859100000;1127065611.96;5000.00;7000.00;504
00.185.259/0001-54;2011-11-23;1099341110.08;32.994081600000;1096368255.04;0.00;227223.97;504
00.185.259/0001-54;2011-11-24;1100319486.73;33.018388500000;1097013324.19;0.00;162631.46;503
00.185.259/0001-54;2011-11-25;1073978657.20;32.221780100000;1070547556.69;1000.00;0.00;504
00.185.259/0001-54;2011-11-28;1086229587.84;32.592170400000;1082856531.32;3000.00;0.00;507
00.185.259/0001-54;2011-11-29;1065714625.64;31.974434900000;1062317179.94;6500.00;21935.70;510
00.185.259/0001-54;2011-11-30;1077829087.19;32.334041600000;1073817466.09;4000.00;451272.96;512
00.194.256/0001-87;2011-11-01;6169201664.17;21.627580450000;6169136200.15;54408488.74;157481941.36;55
00.194.256/0001-87;2011-11-03;6198027084.80;21.636709187000;6197961599.53;118451600.00;92230117.58;55
00.194.256/0001-87;2011-11-04;6248654810.55;21.645787062000;6248588278.28;76928000.00;28901731.39;55
00.194.256/0001-87;2011-11-07;6379073800.96;21.654923518000;6379006048.34;160819000.00;33038692.61;55
00.194.256/0001-87;2011-11-08;6380456282.43;21.664026591000;6380387551.18;29853157.39;31153195.08;55
00.194.256/0001-87;2011-11-09;6403583250.19;21.673133800000;6403513689.57;37798800.00;17354874.14;55
00.194.256/0001-87;2011-11-10;6375912369.24;21.682354417000;6375841806.50;29765552.03;60161745.61;55
00.194.256/0001-87;2011-11-11;6382329205.66;21.691529638000;6382258044.50;15715272.25;11997069.68;55
00.194.256/0001-87;2011-11-14;6304379031.68;21.700657350000;6304307001.45;28097500.00;108734172.46;55
00.194.256/0001-87;2011-11-16;6417075289.86;21.709869792000;6417016349.06;189854989.58;79821969.30;55
00.194.256/0001-87;2011-11-17;6426391325.48;21.719021042000;6426333123.69;92174826.39;85562983.79;55
00.194.256/0001-87;2011-11-18;6628555274.76;21.728164544000;6628551426.12;313329628.83;113816751.74;55
00.194.256/0001-87;2011-11-21;6382877532.93;21.737247736000;6382813637.54;56750437.78;305259210.78;55
00.194.256/0001-87;2011-11-22;6417209142.34;21.746443674000;6417146379.31;47588850.24;15956356.45;55
00.194.256/0001-87;2011-11-23;6449806493.41;21.755582378000;6449742639.69;87963441.93;58063916.61;55
00.194.256/0001-87;2011-11-24;6291031073.61;21.764756221000;6290966142.74;123535474.64;285031683.98;55
00.194.256/0001-87;2011-11-25;6311322159.88;21.773885034000;6311257671.57;118591200.00;100938297.30;55
00.194.256/0001-87;2011-11-28;6161895887.01;21.783053521000;6161830419.24;44614700.22;196699479.42;55
00.194.256/0001-87;2011-11-29;5588444632.19;21.792222199000;5588379532.77;46851680.33;622896135.23;55
